2024-09-02,3,1,296.2,296.13,294.42,297.56,1016,60,2024-09-02 09:30:20.055359
2024-09-02,1,2,290.9,290.74,290.9,291.11,1017,77,2024-09-02 09:30:20.055359
2024-09-02,1,3,294.04,294.3,293.01,295.66,1010,81,2024-09-02 09:30:20.055359
